city,state,zip,county,population,slug,combined_rate,combined_rate_pct,taxable,jurisdiction_levels,needs_review,address_valid,seo_title,meta_description,intro_text
Longview,TX,75607,Gregg,81443,longview-tx,0.06750,6.75%,true,STATE|COUNTY,false,skipped,"Longview, TX Sales Tax Calculator","The combined sales tax rate in Longview, TX is 6.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Longview, TX is 6.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Bend,OR,97708,Deschutes,81236,bend-or,0.00000,0%,false,,false,skipped,"Bend, OR Sales Tax Calculator","Bend, OR has no general sales tax. Use the calculator to check tax by product category and see your total.","Bend, OR doesn't charge a general sales tax. Use the calculator below to confirm how specific product categories are treated."
Lakewood,CA,90712,Los Angeles,81121,lakewood-ca,0.10500,10.5%,true,STATE|COUNTY|DISTRICT,false,skipped,"Lakewood, CA Sales Tax Calculator","The combined sales tax rate in Lakewood, CA is 10.5%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Lakewood, CA is 10.5%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Merced,CA,95343,Merced,81102,merced-ca,0.07750,7.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"Merced, CA Sales Tax Calculator","The combined sales tax rate in Merced, CA is 7.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Merced, CA is 7.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Mission,TX,78573,Hidalgo,81050,mission-tx,0.06250,6.25%,true,STATE,true,skipped,"Mission, TX Sales Tax Calculator","The combined sales tax rate in Mission, TX is 6.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Mission, TX is 6.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Chino,CA,91708,San Bernardino,80988,chino-ca,0.08750,8.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"Chino, CA Sales Tax Calculator","The combined sales tax rate in Chino, CA is 8.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Chino, CA is 8.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Redwood City,CA,94061,San Mateo,80872,redwood-city-ca,0.09875,9.875%,true,STATE|COUNTY|DISTRICT,false,skipped,"Redwood City, CA Sales Tax Calculator","The combined sales tax rate in Redwood City, CA is 9.875%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Redwood City, CA is 9.875%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Edinburg,TX,78540,Hidalgo,80836,edinburg-tx,0.08250,8.25%,true,STATE|CITY,false,skipped,"Edinburg, TX Sales Tax Calculator","The combined sales tax rate in Edinburg, TX is 8.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Edinburg, TX is 8.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Cranston,RI,02920,Providence,80566,cranston-ri,0.07000,7%,true,STATE,false,skipped,"Cranston, RI Sales Tax Calculator","The combined sales tax rate in Cranston, RI is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Cranston, RI is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
New Rochelle,NY,10801,Westchester,79446,new-rochelle-ny,0.08375,8.375%,true,STATE|LOCAL,false,skipped,"New Rochelle, NY Sales Tax Calculator","The combined sales tax rate in New Rochelle, NY is 8.375%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in New Rochelle, NY is 8.375%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Lake Forest,CA,92630,Orange,79312,lake-forest-ca,0.07750,7.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"Lake Forest, CA Sales Tax Calculator","The combined sales tax rate in Lake Forest, CA is 7.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Lake Forest, CA is 7.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Napa,CA,94581,Napa,79068,napa-ca,0.08750,8.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"Napa, CA Sales Tax Calculator","The combined sales tax rate in Napa, CA is 8.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Napa, CA is 8.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Hammond,IN,46323,Lake,78967,hammond-in,0.07000,7%,true,STATE,false,skipped,"Hammond, IN Sales Tax Calculator","The combined sales tax rate in Hammond, IN is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Hammond, IN is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Fayetteville,AR,72703,Washington,78960,fayetteville-ar,0.09750,9.75%,true,STATE|COUNTY|CITY,false,skipped,"Fayetteville, AR Sales Tax Calculator","The combined sales tax rate in Fayetteville, AR is 9.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Fayetteville, AR is 9.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Bloomington,IL,61710,McLean,78902,bloomington-il,0.09750,9.75%,true,STATE|COUNTY|CITY,false,skipped,"Bloomington, IL Sales Tax Calculator","The combined sales tax rate in Bloomington, IL is 9.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Bloomington, IL is 9.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Avondale,AZ,85323,Maricopa,78822,avondale-az,0.08800,8.8%,true,STATE|COUNTY|CITY,false,skipped,"Avondale, AZ Sales Tax Calculator","The combined sales tax rate in Avondale, AZ is 8.8%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Avondale, AZ is 8.8%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Somerville,MA,02143,Middlesex,78804,somerville-ma,0.06250,6.25%,true,STATE,false,skipped,"Somerville, MA Sales Tax Calculator","The combined sales tax rate in Somerville, MA is 6.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Somerville, MA is 6.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Palm Coast,FL,32164,Flagler,78740,palm-coast-fl,0.07000,7%,true,STATE|COUNTY,false,skipped,"Palm Coast, FL Sales Tax Calculator","The combined sales tax rate in Palm Coast, FL is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Palm Coast, FL is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Bryan,TX,77803,Brazos,78709,bryan-tx,0.08250,8.25%,true,STATE|COUNTY|CITY,false,skipped,"Bryan, TX Sales Tax Calculator","The combined sales tax rate in Bryan, TX is 8.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Bryan, TX is 8.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Gary,IN,46407,Lake,78450,gary-in,0.07000,7%,true,STATE,false,skipped,"Gary, IN Sales Tax Calculator","The combined sales tax rate in Gary, IN is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Gary, IN is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Largo,FL,33778,Pinellas,78409,largo-fl,0.07000,7%,true,STATE|COUNTY,false,skipped,"Largo, FL Sales Tax Calculator","The combined sales tax rate in Largo, FL is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Largo, FL is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Tustin,CA,92781,Orange,78327,tustin-ca,0.07750,7.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"Tustin, CA Sales Tax Calculator","The combined sales tax rate in Tustin, CA is 7.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Tustin, CA is 7.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Racine,WI,53407,Racine,78199,racine-wi,0.05500,5.5%,true,STATE|COUNTY,false,skipped,"Racine, WI Sales Tax Calculator","The combined sales tax rate in Racine, WI is 5.5%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Racine, WI is 5.5%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Deerfield Beach,FL,33443,Broward,78041,deerfield-beach-fl,0.07000,7%,true,STATE|COUNTY,false,skipped,"Deerfield Beach, FL Sales Tax Calculator","The combined sales tax rate in Deerfield Beach, FL is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Deerfield Beach, FL is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Lynchburg,VA,24506,Lynchburg (city),78014,lynchburg-va,0.05300,5.3%,true,STATE|COUNTY,false,skipped,"Lynchburg, VA Sales Tax Calculator","The combined sales tax rate in Lynchburg, VA is 5.3%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Lynchburg, VA is 5.3%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Mountain View,CA,94035,Santa Clara,77846,mountain-view-ca,0.09750,9.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"Mountain View, CA Sales Tax Calculator","The combined sales tax rate in Mountain View, CA is 9.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Mountain View, CA is 9.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Medford,OR,97501,Jackson,77677,medford-or,0.00000,0%,false,,false,skipped,"Medford, OR Sales Tax Calculator","Medford, OR has no general sales tax. Use the calculator to check tax by product category and see your total.","Medford, OR doesn't charge a general sales tax. Use the calculator below to confirm how specific product categories are treated."
Lawrence,MA,01842,Essex,77657,lawrence-ma,0.06250,6.25%,true,STATE,false,skipped,"Lawrence, MA Sales Tax Calculator","The combined sales tax rate in Lawrence, MA is 6.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Lawrence, MA is 6.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Bellflower,CA,90707,Los Angeles,77593,bellflower-ca,0.10500,10.5%,true,STATE|COUNTY|DISTRICT,false,skipped,"Bellflower, CA Sales Tax Calculator","The combined sales tax rate in Bellflower, CA is 10.5%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Bellflower, CA is 10.5%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Melbourne,FL,32901,Brevard,77508,melbourne-fl,0.07000,7%,true,STATE|COUNTY,false,skipped,"Melbourne, FL Sales Tax Calculator","The combined sales tax rate in Melbourne, FL is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Melbourne, FL is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
St. Joseph,MO,64501,Buchanan,77147,st-joseph-mo,0.09700,9.7%,true,STATE|COUNTY|CITY,false,skipped,"St. Joseph, MO Sales Tax Calculator","The combined sales tax rate in St. Joseph, MO is 9.7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in St. Joseph, MO is 9.7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Camden,NJ,08103,Camden,76903,camden-nj,0.06625,6.625%,true,STATE,false,skipped,"Camden, NJ Sales Tax Calculator","The combined sales tax rate in Camden, NJ is 6.625%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Camden, NJ is 6.625%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
St. George,UT,84770,Washington,76817,st-george-ut,0.06750,6.75%,true,STATE|COUNTY|CITY,false,skipped,"St. George, UT Sales Tax Calculator","The combined sales tax rate in St. George, UT is 6.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in St. George, UT is 6.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Kennewick,WA,99336,Benton,76762,kennewick-wa,0.08800,8.8%,true,STATE|COUNTY|CITY|DISTRICT,false,skipped,"Kennewick, WA Sales Tax Calculator","The combined sales tax rate in Kennewick, WA is 8.8%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Kennewick, WA is 8.8%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Baldwin Park,CA,91706,Los Angeles,76635,baldwin-park-ca,0.10500,10.5%,true,STATE|COUNTY|DISTRICT,false,skipped,"Baldwin Park, CA Sales Tax Calculator","The combined sales tax rate in Baldwin Park, CA is 10.5%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Baldwin Park, CA is 10.5%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Chino Hills,CA,91709,San Bernardino,76572,chino-hills-ca,0.07750,7.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"Chino Hills, CA Sales Tax Calculator","The combined sales tax rate in Chino Hills, CA is 7.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Chino Hills, CA is 7.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Alameda,CA,94501,Alameda,76419,alameda-ca,0.10750,10.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"Alameda, CA Sales Tax Calculator","The combined sales tax rate in Alameda, CA is 10.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Alameda, CA is 10.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Albany,GA,31701,Dougherty,76185,albany-ga,0.08000,8%,true,STATE|COUNTY,false,skipped,"Albany, GA Sales Tax Calculator","The combined sales tax rate in Albany, GA is 8%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Albany, GA is 8%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Arlington Heights,IL,60006,Cook,75994,arlington-heights-il,0.10000,10%,true,STATE|COUNTY|CITY|DISTRICT,false,skipped,"Arlington Heights, IL Sales Tax Calculator","The combined sales tax rate in Arlington Heights, IL is 10%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Arlington Heights, IL is 10%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Scranton,PA,18503,Lackawanna,75806,scranton-pa,0.07000,7%,true,STATE|COUNTY,false,skipped,"Scranton, PA Sales Tax Calculator","The combined sales tax rate in Scranton, PA is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Scranton, PA is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Evanston,IL,60204,Cook,75570,evanston-il,0.10250,10.25%,true,STATE|COUNTY|CITY|DISTRICT,false,skipped,"Evanston, IL Sales Tax Calculator","The combined sales tax rate in Evanston, IL is 10.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Evanston, IL is 10.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Kalamazoo,MI,49005,Kalamazoo,75548,kalamazoo-mi,0.06000,6%,true,STATE,false,skipped,"Kalamazoo, MI Sales Tax Calculator","The combined sales tax rate in Kalamazoo, MI is 6%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Kalamazoo, MI is 6%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Baytown,TX,77520,Harris,75418,baytown-tx,0.08250,8.25%,true,STATE|CITY|DISTRICT,false,skipped,"Baytown, TX Sales Tax Calculator","The combined sales tax rate in Baytown, TX is 8.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Baytown, TX is 8.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Upland,CA,91785,San Bernardino,75413,upland-ca,0.07750,7.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"Upland, CA Sales Tax Calculator","The combined sales tax rate in Upland, CA is 7.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Upland, CA is 7.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Springdale,AR,72766,Washington,75229,springdale-ar,0.09750,9.75%,true,STATE|COUNTY|CITY,false,skipped,"Springdale, AR Sales Tax Calculator","The combined sales tax rate in Springdale, AR is 9.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Springdale, AR is 9.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Bethlehem,PA,18017,Northampton,75018,bethlehem-pa,0.07000,7%,true,STATE|COUNTY,false,skipped,"Bethlehem, PA Sales Tax Calculator","The combined sales tax rate in Bethlehem, PA is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Bethlehem, PA is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Schaumburg,IL,60159,Cook,74907,schaumburg-il,0.10000,10%,true,STATE|COUNTY|CITY|DISTRICT,false,skipped,"Schaumburg, IL Sales Tax Calculator","The combined sales tax rate in Schaumburg, IL is 10%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Schaumburg, IL is 10%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Mount Pleasant,SC,29464,Charleston,74885,mount-pleasant-sc,0.09000,9%,true,STATE|LOCAL,false,skipped,"Mount Pleasant, SC Sales Tax Calculator","The combined sales tax rate in Mount Pleasant, SC is 9%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Mount Pleasant, SC is 9%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Auburn,WA,98002,King,74860,auburn-wa,0.10400,10.4%,true,STATE|COUNTY|CITY|DISTRICT,false,skipped,"Auburn, WA Sales Tax Calculator","The combined sales tax rate in Auburn, WA is 10.4%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Auburn, WA is 10.4%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Decatur,IL,62523,Macon,74710,decatur-il,0.09250,9.25%,true,STATE|COUNTY|CITY,false,skipped,"Decatur, IL Sales Tax Calculator","The combined sales tax rate in Decatur, IL is 9.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Decatur, IL is 9.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
San Ramon,CA,94583,Contra Costa,74513,san-ramon-ca,0.09750,9.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"San Ramon, CA Sales Tax Calculator","The combined sales tax rate in San Ramon, CA is 9.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in San Ramon, CA is 9.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Pleasanton,CA,94588,Alameda,74110,pleasanton-ca,0.10250,10.25%,true,STATE|COUNTY|DISTRICT,false,skipped,"Pleasanton, CA Sales Tax Calculator","The combined sales tax rate in Pleasanton, CA is 10.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Pleasanton, CA is 10.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Wyoming,MI,49519,Kent,74100,wyoming-mi,0.06000,6%,true,STATE,false,skipped,"Wyoming, MI Sales Tax Calculator","The combined sales tax rate in Wyoming, MI is 6%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Wyoming, MI is 6%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Lake Charles,LA,70602,Calcasieu,74024,lake-charles-la,0.10750,10.75%,true,STATE|LOCAL,false,skipped,"Lake Charles, LA Sales Tax Calculator","The combined sales tax rate in Lake Charles, LA is 10.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Lake Charles, LA is 10.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Bolingbrook,IL,60490,Will,73936,bolingbrook-il,0.08500,8.5%,true,STATE|CITY|DISTRICT,false,skipped,"Bolingbrook, IL Sales Tax Calculator","The combined sales tax rate in Bolingbrook, IL is 8.5%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Bolingbrook, IL is 8.5%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Pharr,TX,78577,Hidalgo,73790,pharr-tx,0.08250,8.25%,true,STATE|CITY,false,skipped,"Pharr, TX Sales Tax Calculator","The combined sales tax rate in Pharr, TX is 8.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Pharr, TX is 8.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Appleton,WI,54913,Outagamie,73596,appleton-wi,0.05500,5.5%,true,STATE|COUNTY,false,skipped,"Appleton, WI Sales Tax Calculator","The combined sales tax rate in Appleton, WI is 5.5%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Appleton, WI is 5.5%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Gastonia,NC,28055,Gaston,73209,gastonia-nc,0.07000,7%,true,STATE|COUNTY,false,skipped,"Gastonia, NC Sales Tax Calculator","The combined sales tax rate in Gastonia, NC is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Gastonia, NC is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Folsom,CA,95630,Sacramento,73098,folsom-ca,0.07750,7.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"Folsom, CA Sales Tax Calculator","The combined sales tax rate in Folsom, CA is 7.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Folsom, CA is 7.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Southfield,MI,48086,Oakland,73006,southfield-mi,0.06000,6%,true,STATE,false,skipped,"Southfield, MI Sales Tax Calculator","The combined sales tax rate in Southfield, MI is 6%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Southfield, MI is 6%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
New Britain,CT,06050,Capitol Region,72939,new-britain-ct,0.06350,6.35%,true,STATE,false,skipped,"New Britain, CT Sales Tax Calculator","The combined sales tax rate in New Britain, CT is 6.35%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in New Britain, CT is 6.35%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Goodyear,AZ,85338,Maricopa,72864,goodyear-az,0.08800,8.8%,true,STATE|COUNTY|CITY,false,skipped,"Goodyear, AZ Sales Tax Calculator","The combined sales tax rate in Goodyear, AZ is 8.8%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Goodyear, AZ is 8.8%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Canton,OH,44703,Stark,72535,canton-oh,0.06500,6.5%,true,STATE|COUNTY|DISTRICT,false,skipped,"Canton, OH Sales Tax Calculator","The combined sales tax rate in Canton, OH is 6.5%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Canton, OH is 6.5%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Warner Robins,GA,31088,Houston,72531,warner-robins-ga,0.07000,7%,true,STATE|COUNTY,false,skipped,"Warner Robins, GA Sales Tax Calculator","The combined sales tax rate in Warner Robins, GA is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Warner Robins, GA is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Union City,CA,94587,Alameda,72528,union-city-ca,0.10750,10.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"Union City, CA Sales Tax Calculator","The combined sales tax rate in Union City, CA is 10.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Union City, CA is 10.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Perris,CA,92572,Riverside,72326,perris-ca,0.07750,7.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"Perris, CA Sales Tax Calculator","The combined sales tax rate in Perris, CA is 7.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Perris, CA is 7.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Manteca,CA,95336,San Joaquin,71948,manteca-ca,0.09000,9%,true,STATE|COUNTY|DISTRICT,false,skipped,"Manteca, CA Sales Tax Calculator","The combined sales tax rate in Manteca, CA is 9%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Manteca, CA is 9%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Iowa City,IA,52246,Johnson,71591,iowa-city-ia,0.07000,7%,true,STATE|LOCAL,false,skipped,"Iowa City, IA Sales Tax Calculator","The combined sales tax rate in Iowa City, IA is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Iowa City, IA is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Jonesboro,AR,72403,Craighead,71551,jonesboro-ar,0.08500,8.5%,true,STATE|COUNTY|CITY,false,skipped,"Jonesboro, AR Sales Tax Calculator","The combined sales tax rate in Jonesboro, AR is 8.5%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Jonesboro, AR is 8.5%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Wilmington,DE,19801,New Castle,71525,wilmington-de,0.00000,0%,false,,false,skipped,"Wilmington, DE Sales Tax Calculator","Wilmington, DE has no general sales tax. Use the calculator to check tax by product category and see your total.","Wilmington, DE doesn't charge a general sales tax. Use the calculator below to confirm how specific product categories are treated."
Lynwood,CA,90262,Los Angeles,71371,lynwood-ca,0.10750,10.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"Lynwood, CA Sales Tax Calculator","The combined sales tax rate in Lynwood, CA is 10.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Lynwood, CA is 10.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Loveland,CO,80539,Larimer,71334,loveland-co,0.06950,6.95%,true,STATE|COUNTY|CITY,false,skipped,"Loveland, CO Sales Tax Calculator","The combined sales tax rate in Loveland, CO is 6.95%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Loveland, CO is 6.95%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Pawtucket,RI,02862,Providence,71172,pawtucket-ri,0.07000,7%,true,STATE,false,skipped,"Pawtucket, RI Sales Tax Calculator","The combined sales tax rate in Pawtucket, RI is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Pawtucket, RI is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Boynton Beach,FL,33436,Palm Beach,71097,boynton-beach-fl,0.06500,6.5%,true,STATE|COUNTY,false,skipped,"Boynton Beach, FL Sales Tax Calculator","The combined sales tax rate in Boynton Beach, FL is 6.5%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Boynton Beach, FL is 6.5%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Waukesha,WI,53188,Waukesha,71016,waukesha-wi,0.05000,5%,true,STATE,true,skipped,"Waukesha, WI Sales Tax Calculator","The combined sales tax rate in Waukesha, WI is 5%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Waukesha, WI is 5%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
